price,mileage,mpg
15995,6855,60.1
10498,32873,74.3
19498,20781,41.5
13998,9832,58.9
15298,10493,48.7
11498,12999,65.7
10698,5436,55.4
10998,55764,67.3
9998,32336,78.5
17000,28073,60.1
14450,21604,64.2
7800,2961,57.7
16999,10983,60.1
11000,18050,61.4
14750,22984,64.2
13100,5688,45.6
14200,36944,64.2
13000,1687,48.7
14000,5151,58.9
11698,19608,68.9
9999,44951,53.3
9799,65000,52.3
11000,7452,65.7
11999,20675,65.7
12500,24435,45.6
10500,7045,44.1
17000,12657,67.3
9000,38551,78.5
16200,19611,67.3
9500,20015,65.7
6670,38792,47.9
6990,26680,54.3
7950,16853,65.7
16050,25370,60.1
6950,26850,54.3
6000,27617,54.3
5650,45270,54.3
8600,18850,65.7
6500,16180,54.3
11330,2690,65.7
6495,53707,67.3
12795,52051,52.3
10695,18186,60.1
10495,15142,65.7
17495,8107,67.3
14295,5482,57.7
10295,13475,65.7
10695,9423,55.4
10495,7902,43.5
11999,13550,65.7
12499,18053,57.7
12699,6694,62.8
15499,10000,60.1
19999,9000,40.3
7499,33034,65.7
14749,15452,67.3
14990,14482,74.3
25990,13626,36.7
8290,29274,65.7
11495,20050,47.9
29500,10450,31.7
23649,15606,38.7
29499,8998,51.4
12699,25082,47.9
16999,26592,41.5
20499,4391,41.5
8299,25935,65.7
9499,12914,54.3
8699,29225,47.9
12499,8700,58.9
13499,11524,57.7
14799,6300,55.4
10999,24334,60.1
17499,8836,60.1
14499,7000,55.4
18999,4000,60.1
18999,8000,49.6
13650,13495,47.9
10999,21236,62.8
6999,43738,55.4
7499,45782,65.7
14499,7490,48.7
15499,7588,60.1
13499,20455,62.8
10999,9289,65.7
7499,41874,65.7
7699,55092,65.7
23499,10105,42.2
18999,9300,38.2
13499,8230,65.7
7869,55186,47.9
23499,1850,49.6
26723,2102,34.5
11350,67588,67.3
7699,49549,65.7
14999,11882,64.2
15799,7462,58.9
10499,11825,65.7
15717,11866,46.3
10285,12786,65.7
16938,4833,60.1
11110,18447,65.7
9967,13117,62.8
9946,14284,62.8
17503,22789,41.5
18947,9615,41.5
11704,13878,74.3
12999,26736,47.9
17999,13222,60.1
9999,40341,62.8
7320,30799,65.7
13499,16392,57.7
10499,17130,65.7
9499,27891,88.3
14999,15954,40.3
11499,11434,65.7
15999,49455,54.3
11499,16905,65.7
17999,6556,39.2
10892,14548,65.7
13999,16342,58.9
16499,7991,40.3
7999,21696,65.7
18499,13063,41.5
19995,2500,32.5
17995,33650,44.1
8999,23870,64.2
7999,62727,65.7
16499,6687,54.3
18999,35196,51.4
10773,3997,65.7
18999,15517,60.1
8966,12123,65.7
8954,34880,64.2
12999,32624,47.9
9615,19347,52.3
9499,12954,64.2
8407,14148,47.9
9460,23671,65.7
8240,33462,62.8
10390,23345,62.8
17500,12540,47.9
6260,33550,76.4
17050,11950,39.2
9567,32107,68.9
12399,14860,47.9
7999,12405,57.7
10999,17918,60.1
7299,14401,57.7
12499,26100,74.3
9599,75309,64.2
14999,5899,51.4
9999,24975,64.2
9999,77663,64.2
31991,28915,22.1
8499,28568,78.5
29495,13988,64.2
13170,10546,54.3
15549,13786,60.1
8999,40091,52.3
14999,20000,60.1
8919,10010,54.3
9599,15000,65.7
8999,11754,54.3
12539,19555,54.3
11139,16742,65.7
10319,11617,44.1
12139,11064,62.8
10695,9034,64.2
11169,9267,65.7
12429,8508,62.8
9899,2366,54.3
10499,23618,53.3
9432,38322,60.1
10499,23843,62.8
9429,24024,65.7
13599,15000,54.3
6999,18000,57.7
7147,11960,54.3
9520,16461,57.7
8100,59510,74.3
9700,23370,58.9
19150,23570,51.4
7210,79700,78.5
11690,11450,62.8
13650,4666,54.3
11360,17330,65.7
16399,11500,40.3
10445,10000,65.7
9545,12000,65.7
10799,12000,58.9
11091,17474,65.7
10899,14000,65.7
8999,10000,54.3
10739,16670,62.8
9190,11990,43.5
8591,19295,64.2
9910,32316,60.1
10590,26324,65.7
13549,42322,67.3
19494,8228,41.5
11399,11740,65.7
10719,19891,60.1
9539,13101,61.4
16569,2828,60.1
9659,22887,61.4
16629,3575,60.1
6819,38313,65.7
10500,11044,65.7
13000,16475,74.3
8100,31377,53.3
14739,13986,58.9
14299,23397,64.2
12532,5089,65.7
7200,25370,54.3
15877,13400,41.5
5750,39860,54.3
16201,36677,56.5
10250,26766,65.7
6990,41493,65.7
12499,27611,64.2
8499,34711,65.7
9523,20827,64.2
9590,36342,60.1
15995,5154,60.1
15995,5154,60.1
9590,36342,60.1
9523,20827,64.2
8500,38139,65.7
9300,36687,60.1
8700,20865,53.3
10500,15296,65.7
9000,23209,65.7
19600,19027,48.7
8700,32204,55.4
12700,15705,57.7
11500,32660,52.3
9700,12904,64.2
15500,24610,67.3
14000,35548,64.2
11000,10278,61.4
7200,23594,65.7
11000,29954,62.8
12199,8259,65.7
12679,3590,65.7
14719,22212,60.1
8629,38722,61.4
11299,22224,62.8
16499,8110,51.4
11899,4657,60.1
6120,64960,47.9
9830,26340,61.4
7770,24074,65.7
7600,14630,54.3
7000,37650,65.7
11370,14090,74.3
7930,39000,65.7
15000,16083,58.9
9995,17448,55.4
12995,11489,57.7
10995,11990,58.9
8495,25339,55.4
13710,25623,58.9
8500,50605,74.3
11699,6166,65.7
11989,9088,60.1
17994,17001,41.5
10999,14245,65.7
13084,5681,65.7
25799,3871,50.4
14999,3575,60.1
8864,35399,64.2
13299,10000,57.7
13499,5635,58.9
16995,10269,80.7
11995,11882,58.9
10295,8507,57.7
16795,877,55.4
11795,13645,62.8
14995,26097,64.2
6995,31472,57.7
14995,14059,64.2
9495,10386,65.7
9200,22640,65.7
10620,13240,65.7
9480,26435,65.7
23380,4426,48.7
10420,39039,74.3
10550,70729,58.9
18750,5252,51.4
19400,8973,41.5
11360,27961,74.3
11000,32675,56.5
11160,20372,56.5
10595,20106,65.7
13495,10335,57.7
15995,9304,60.1
11795,23572,51.4
9295,5730,47.9
21495,35482,48.7
14450,13450,38.2
18787,15464,41.5
13000,11589,74.3
12250,18138,60.1
14260,11296,58.9
14480,11903,58.9
14310,13500,58.9
15880,7932,80.7
11660,46995,60.1
11250,22175,56.5
5810,59858,54.3
8680,41491,65.7
21790,11567,37.7
16610,7128,55.4
19890,8500,47.9
19460,13850,47.9
19450,14010,47.9
17500,28957,47.9
19560,11028,47.9
11840,7259,58.9
18680,8900,74.3
16500,1010,80.7
12400,5343,60.1
15800,20871,67.3
17620,120,45.6
7700,38822,65.7
8800,20226,65.7
7510,21103,54.3
12390,4000,58.9
11450,14377,56.5
14310,52216,56.5
11990,27948,46.3
8810,23858,57.7
10200,13219,74.3
11250,23817,57.7
12590,14478,74.3
10230,28158,62.8
14995,15,58.9
14995,15,55.4
13995,6961,65.7
14995,15,58.9
15995,15,58.9
14995,15,58.9
25950,16,34.5
15995,10000,56.5
8695,32346,65.7
15995,19071,67.3
20700,12501,39.2
14020,18213,60.1
15950,9572,80.7
15320,8739,60.1
16990,3765,48.7
9191,37722,68.9
16767,14203,67.3
17690,11742,52.3
7520,19318,57.7
18800,8837,47.9
17995,28288,56.5
7997,42792,56.5
7771,28338,47.9
7997,21000,54.3
8397,29500,65.7
10494,24025,47.9
10500,19500,52.3
7697,36100,65.7
8997,28000,57.7
18992,16400,35.8
10020,15133,62.8
10497,43068,53.3
9230,4218,54.3
8691,58111,64.2
16065,11087,60.1
10270,40729,68.9
7080,35879,56.5
8725,73506,60.1
6592,64753,78.5
6982,35847,65.7
8800,21022,64.2
10490,15392,60.1
6990,39213,65.7
16980,24290,41.5
14920,5373,58.9
10370,21572,56.5
10240,32501,60.1
8130,41232,67.3
10460,26368,65.7
11890,29678,54.3
9997,9000,47.9
7669,21700,47.9
7767,20000,47.9
7777,7939,54.3
9881,17610,47.9
10333,15800,62.8
7969,4750,54.3
11494,19745,47.9
9839,11717,62.8
9292,19350,62.8
8990,67336,47.9
15300,27256,60.1
14990,31598,60.1
10390,5402,64.2
6190,13728,57.7
8995,39968,52.3
17995,34688,47.9
14995,6093,60.1
9950,16756,62.8
8495,14640,57.7
15575,19794,60.1
10480,30526,74.3
14545,32813,60.1
13500,8134,57.7
14990,32717,45.6
15300,24477,60.1
6830,16207,57.7
13320,29597,62.8
10510,11961,62.8
7020,16463,54.3
16991,15956,64.2
10790,26357,65.7
17500,20881,67.3
14690,4352,54.3
6990,15472,57.7
11790,13239,74.3
14290,23444,64.2
8500,38779,64.2
11790,31476,54.3
15290,7144,58.9
14290,13263,65.7
33591,1537,37.2
11200,11997,65.7
9790,13170,65.7
15000,17119,64.2
12990,20425,57.7
15990,17105,47.9
10790,11924,65.7
14990,8895,65.7
5790,47281,54.3
10690,17113,61.4
6690,76216,61.4
7990,28971,60.1
25990,12567,54.3
8990,9616,64.2
9700,8335,65.7
18765,17039,41.5
18500,12514,41.5
8200,23002,74.4
10990,24674,65.7
11490,4873,55.4
12290,8067,60.1
6790,51341,56.5
12990,13470,74.3
18500,5787,54.3
9790,16942,52.3
7790,54503,65.7
9790,9575,64.2
6490,29607,54.3
11800,12621,60.1
9690,10567,64.2
16500,27653,54.3
11500,5505,65.7
18500,16970,41.5
10901,12890,65.7
8490,24792,64.2
17990,7519,41.5
20990,12365,54.3
15290,26543,54.3
9990,32618,74.3
17990,5298,60.1
11990,23915,60.1
9500,24013,65.7
15790,46286,41.5
11990,12956,60.1
9990,10691,64.2
13190,22786,51.4
11690,13,58.9
7790,35155,65.7
9700,8769,64.2
12000,7760,65.7
11290,13585,65.7
13790,4979,54.3
11690,12127,65.7
18591,2341,48.7
8500,23800,56.5
12990,11785,60.1
15500,7310,54.3
11690,8156,65.7
17500,2908,60.1
30000,623,43.5
28000,7400,54.3
17200,5989,60.1
15500,7504,61.4
11500,31520,65.7
17500,11211,48.7
12000,18605,65.7
19500,4596,54.3
10500,25367,58.9
12000,14917,60.1
10000,13691,65.7
11500,2729,58.9
8400,28000,54.3
10800,15356,65.7
10500,8363,58.9
10000,15682,65.7
13700,12686,57.7
7000,73883,62.8
10500,40016,60.1
11500,13820,65.7
17000,17456,67.3
10500,6042,64.2
17900,37411,56.5
15500,13240,60.1
7200,36914,57.7
7500,23658,54.3
10499,11143,65.7
11695,12874,65.7
6500,61074,53.3
10500,21718,60.1
6700,52353,54.3
24000,9412,47.9
16500,30190,60.1
18200,15210,54.3
10200,29805,60.1
10800,19153,65.7
10200,23403,65.7
15500,9500,51.4
8990,15141,64.2
18500,8913,35.3
9500,18928,64.2
15000,15918,60.1
18200,21930,39.2
10000,27064,44.8
19000,12130,41.5
12000,20045,74.3
11500,15565,64.2
9200,45500,85.6
6800,19784,54.3
11175,6745,65.7
6990,23521,44.1
19272,18472,54.3
11795,30564,58.9
12750,33202,39.2
20490,20331,47.9
9795,15000,65.7
10795,13000,65.7
10795,10500,55.4
10295,8000,64.2
10699,9896,57.7
9377,26775,52.3
13100,8419,62.8
10800,5110,64.2
12700,14380,65.7
11600,12836,65.7
16300,15883,60.1
10975,23149,53.3
18000,37085,56.5
10600,33080,65.7
12000,14916,57.7
16000,1520,67.3
18000,1793,55.4
15299,12315,50.4
16000,3557,55.4
16499,13728,49.6
19000,12859,41.5
15299,9742,60.1
16000,10263,58.9
16000,12702,58.9
11995,15000,60.1
17000,11910,58.9
25000,4688,42.2
24499,8339,52.3
14000,3889,56.5
15000,9988,58.9
19000,15647,57.7
11499,31302,64.2
16000,9699,58.9
23499,4753,56.5
19000,17501,60.1
24999,27215,47.9
19499,24297,54.3
17000,9960,60.1
17000,4853,60.1
13495,11852,53.3
18700,21476,47.9
8750,39556,60.1
18400,9929,54.3
10308,31997,65.7
16470,9083,60.1
18299,731,60.1
10499,4893,47.9
11000,4485,47.9
11000,1645,47.9
11299,3439,47.9
8000,10084,57.7
19000,4325,52.3
11000,10981,61.4
12499,4277,62.8
12499,10276,60.1
14000,1384,48.7
14000,1559,48.7
14000,886,48.7
20000,13856,41.5
15000,10549,54.3
8000,4750,57.7
7799,8169,57.7
8000,4977,57.7
23000,363,50.4
9799,23337,65.7
16999,7530,80.7
14000,4336,58.9
17000,1743,64.2
15000,5842,80.7
17000,15555,54.3
10000,28969,65.7
7499,17551,65.7
10699,2618,43.5
9200,7391,65.7
15000,1035,58.9
10700,3475,64.2
16000,8325,58.9
10000,5846,47.9
14000,1459,48.7
8070,13324,54.3
9710,21314,62.8
4995,74015,67.3
5420,12809,57.7
12030,18770,57.7
11414,20486,67.3
5800,71200,78.5
7795,46891,65.7
15995,73079,48.7
14995,5806,53.3
12600,23164,74.3
12750,7026,65.7
12600,9674,65.7
10500,15675,65.7
19500,23,65.7
19500,33,65.7
7495,31945,65.7
9950,21105,78.5
8250,24220,65.7
14995,51,58.9
13495,6000,58.9
23995,400,47.9
16995,6000,53.3
7245,46510,55.4
18995,11850,56.5
9695,10040,43.5
13495,11395,65.7
8995,34682,65.7
8795,25456,65.7
11000,27530,60.1
8799,18378,54.3
15699,10000,62.8
11000,7485,65.7
10000,17431,62.8
8995,10,47.9
9495,6275,47.9
13995,7380,55.4
7495,29815,57.7
16495,6225,40.3
13995,9720,58.9
23995,3000,40.4
13495,700,58.9
5495,22280,57.7
11500,11053,65.7
16200,12263,49.6
16073,12820,60.1
15800,9379,58.9
14995,6330,60.1
11995,5720,54.3
15995,4835,58.9
25950,25,34.5
16995,20,60.1
11018,34938,65.7
11900,11574,74.3
12000,17225,61.4
9000,18734,54.3
10300,9300,64.2
10600,21760,65.7
9980,29122,47.9
10380,12847,65.7
9980,29927,74.3
9533,17457,57.7
8290,11931,57.7
10699,7573,52.3
6999,60063,62.8
9499,24526,65.7
10290,4070,64.2
7495,29840,76.4
17995,12995,60.1
14995,12,55.4
16495,6145,52.3
18995,5000,58.9
14995,9900,58.9
12995,5735,58.9
14995,12075,60.1
11900,29951,65.7
18100,4402,64.2
9500,22234,65.7
14600,11337,58.9
10500,32160,65.7
10700,6533,55.4
12700,16088,51.4
16200,11654,40.3
13100,3356,54.3
6700,47769,67.3
16200,15408,60.1
10100,15777,64.2
6795,69547,67.3
10699,41197,47.9
7995,7800,57.7
18995,50,40.3
6695,24000,57.7
7402,24937,62.8
6999,21792,57.7
11995,16172,51.4
6991,15969,54.3
7695,6368,57.7
7980,42045,62.8
9995,4150,47.9
25995,5000,32.8
9277,28294,65.7
18481,21217,41.5
7890,47325,74.3
13820,14835,57.7
16277,6507,60.1
16100,7539,60.1
11600,26476,60.1
9600,11038,64.2
12800,6945,60.1
14900,15692,65.7
14500,3753,54.3
9700,20885,54.3
11500,29881,54.3
10500,13336,65.7
9300,16595,65.7
11400,10213,65.7
10900,5541,64.2
16900,5044,51.4
8900,28600,65.7
15300,6898,58.9
9200,28330,65.7
14600,3397,54.3
17300,11740,60.1
9700,10815,64.2
14900,21419,60.1
17100,13843,45.6
10700,9575,64.2
16500,14023,60.1
7000,45024,65.7
10500,22649,55.4
11000,5763,55.4
11300,33291,65.7
10000,34553,65.7
22000,10,65.7
17500,48585,48.7
22500,484,50.4
11200,19168,65.7
15500,5192,52.3
12500,26294,47.9
7000,35987,54.3
11750,7564,65.7
6000,58381,47.1
9500,18342,65.7
12500,13000,65.7
10500,21637,65.7
10250,19825,61.4
11500,20556,65.7
21000,25,65.7
17800,10,58.9
9800,11365,54.3
20500,27,65.7
20500,24,65.7
20500,15,65.7
20800,207,50.4
9600,15400,64.2
16200,7400,58.9
12500,14881,65.7
11200,17971,58.9
11800,7500,58.9
10500,8965,64.2
9200,17833,54.3
9999,21687,65.7
6977,33440,57.7
11978,64494,54.3
7250,66144,74.3
7000,33000,47.9
22000,10,65.7
22000,10,65.7
16200,8166,58.9
9700,6302,64.2
22000,47,65.7
22000,10,65.7
14250,13535,57.7
7300,62206,65.7
11000,18494,64.2
10000,18522,64.2
10000,19930,65.7
11250,20309,60.1
14250,25860,48.7
14500,13580,54.3
18500,4417,60.1
17500,4455,58.9
14600,7119,80.7
9500,23288,74.4
20400,1996,47.9
16500,5085,61.4
17500,18256,38.2
19200,40206,56.5
10600,32868,65.7
9500,14909,47.1
9400,13488,74.3
11186,31701,65.7
19500,15,65.7
19500,23,65.7
9750,39028,64.2
9000,23326,65.7
9500,28530,62.8
11250,17073,58.9
14750,12648,58.9
14500,7431,54.3
11600,1630,60.1
17700,23105,56.5
13000,15405,65.7
17000,11116,58.9
21000,8897,29.1
9600,40608,53.3
15750,21878,54.3
19750,35000,47.9
7290,59989,47.9
17500,3341,60.1
17000,7262,54.3
9750,39236,60.1
8800,28324,65.7
9000,47354,44.8
11000,14661,44.1
10000,38386,78.5
10500,17903,53.3
8500,3548,57.7
10500,8234,64.2
7200,37073,54.3
6800,43612,54.3
9500,13667,54.3
16000,12690,54.3
6400,29708,65.7
18499,19860,41.5
29499,8998,51.4
7299,50405,65.7
5999,27703,57.7
11299,22760,65.7
8999,49200,52.3
7499,33034,65.7
16299,1500,53.3
18999,1900,60.1
12250,11350,58.9
20000,15,65.7
20000,16,65.7
20000,7,65.7
8750,25702,65.7
19500,53,65.7
19500,32,65.7
9250,59578,62.8
9000,56369,74.3
20000,8714,54.3
21000,1712,54.3
16995,16250,60.1
15295,7196,58.9
9995,5804,65.7
23495,9000,34.5
13695,15930,57.7
11295,15612,60.1
14695,10996,54.3
14295,17310,54.3
10295,17659,65.7
9695,35483,60.1
10995,14789,64.2
9895,29985,44.8
10995,27328,51.4
10495,20682,54.3
8995,6314,47.9
9000,21167,64.2
8500,8995,57.7
11250,8832,44.1
12500,4507,65.7
21000,52,62.8
12895,20830,57.7
18495,16437,41.5
7695,27136,54.3
14995,8201,58.9
15795,17219,60.1
10495,34610,47.9
14995,40136,54.3
15795,8288,58.9
14295,13880,55.4
19499,9000,74.3
10799,10800,65.7
14499,6300,55.4
15499,3300,48.7
15699,6000,58.9
13999,13700,58.9
15250,16300,54.3
15499,11000,60.1
12499,2650,61.4
10995,9520,64.2
15695,11326,58.9
12995,36708,64.2
12495,17672,65.7
14795,7006,55.4
11295,9708,65.7
9995,30091,74.3
10495,29620,74.3
23995,10550,56.5
17995,3250,60.1
10295,25061,65.7
26995,8633,47.9
11495,19583,65.7
7995,17697,57.7
11495,26059,55.4
14495,5100,54.3
8995,11345,65.7
10795,13535,65.7
11295,13435,60.1
14495,18406,80.7
15995,11905,44.8
10295,33946,60.1
21600,2492,29.4
19500,19562,54.3
5991,52117,56.5
8292,65480,52.3
6990,35000,65.7
6295,46797,85.6
7995,51217,74.3
15625,6797,45.6
17500,7775,40.3
16500,3052,51.4
10000,24951,74.3
7000,42300,65.7
13900,11805,55.4
9600,22167,65.7
20000,22327,54.3
11500,11000,65.7
12000,12201,56.5
31995,8772,37.2
10295,16457,55.4
25995,9897,30.1
7795,30641,65.7
14495,6221,54.3
13495,5338,58.9
14995,9139,58.9
9495,22439,60.1
12495,11319,55.4
16495,30004,60.1
12995,12499,64.2
9495,19511,53.3
7995,55946,64.2
15800,38571,67.3
15500,2462,58.9
15750,36980,41.5
15800,37500,56.5
10000,42602,60.1
6498,30774,54.3
5998,41035,58.9
9000,10225,53.3
12000,13756,51.4
20000,36000,44.8
6799,33000,70.6
8995,8761,54.3
10565,6008,68.9
10300,27871,74.3
8900,13928,65.7
12250,46929,64.2
12800,24470,54.3
7200,31691,65.7
6500,41193,54.3
10995,24006,74.3
23995,3268,39.2
11495,14850,65.7
16995,1958,55.4
8595,17072,65.7
8900,44876,74.3
11750,19371,60.1
14900,10971,55.4
18250,39536,56.5
14500,10603,55.4
17600,2014,45.6
9000,23804,65.7
9995,28021,65.7
10795,18086,65.7
11995,5111,55.4
11495,10738,61.4
14500,18771,74.3
10995,22511,60.1
8295,59451,74.3
11495,10806,65.7
11495,38517,74.3
16795,20385,67.3
13900,39237,60.1
26000,3350,42.2
10900,33467,46.3
11995,15984,60.1
8495,25177,65.7
7995,23050,65.7
13295,7359,57.7
17995,21443,41.5
10295,29992,55.4
11750,12200,60.1
7984,13996,54.3
9994,1599,62.8
8997,26150,65.7
6495,58110,67.3
22000,578,50.4
13900,16071,57.7
10500,21002,65.7
12500,12900,61.4
19000,15,65.7
15500,17210,60.1
12200,12202,65.7
15000,9868,53.3
8000,26323,65.7
9500,10109,64.2
32000,10,201.8
12700,8572,58.9
7100,18681,57.7
11000,20816,88.3
9300,14282,64.2
8440,53530,74.3
16107,2750,51.4
11200,18600,56.5
9640,24920,74.3
10390,34240,56.5
8295,12647,65.7
10995,27889,60.1
11990,47729,39.2
11995,21026,64.2
11995,21026,64.2
10900,17637,64.2
16800,12750,74.3
14500,10790,58.9
16700,14310,60.1
11500,32023,65.7
22000,50,48.7
17500,20,58.9
10700,7579,64.2
18700,16952,67.3
11900,26873,65.7
11000,24220,60.1
8262,31003,65.7
10600,21300,56.5
15240,13206,80.7
13610,10490,58.9
12260,45670,56.6
9550,73614,65.7
10600,27401,56.5
6500,32930,54.3
7038,57960,57.7
11000,13305,57.7
9200,13462,65.7
20000,6329,35.3
12000,15011,58.9
15000,5323,58.9
15250,15695,48.7
6500,45073,58.9
20000,470,51.4
20000,1085,51.4
7250,36620,65.7
6926,40360,58.9
10657,4930,64.2
14980,14590,60.1
8109,23980,65.7
9990,40220,56.5
10600,22430,60.1
7100,22980,65.7
10990,17980,74.3
6722,64430,65.7
19500,1059,49.6
10680,22040,74.3
11500,10980,56.5
13595,6380,60.1
10600,27380,56.5
9700,23830,65.7
9600,8690,44.1
4340,40770,57.7
9660,21430,65.7
8800,11360,65.7
10160,9440,65.7
6590,57090,70.6
6200,37960,54.3
8620,42610,74.3
10400,21060,74.3
8700,40580,74.3
11110,24480,47.9
9390,25710,62.8
8130,30610,65.7
6970,54790,88.3
16497,8420,44.1
6950,20060,54.3
11440,5890,54.3
8125,46480,61.4
9700,20800,58.9
9700,25460,58.9
10360,22620,65.7
9990,26610,58.9
10100,26830,65.7
6191,78290,67.3
8290,26030,78.5
11495,16700,60.1
20995,12000,39.2
7595,9714,57.7
9695,15500,65.7
20995,12000,39.2
6950,27760,57.7
11000,27980,74.3
9750,22850,61.4
7300,15700,54.3
6630,58740,65.7
19500,1428,54.3
22000,40874,35.8
12000,1786,50.4
12750,14825,61.4
11500,16302,55.4
17500,12125,54.3
10000,11969,64.2
19250,32805,35.8
10500,21967,60.1
13500,8863,51.4
7550,45000,78.5
11500,13340,56.5
10600,23050,56.5
10600,20830,56.5
11200,16960,56.5
12550,28230,60.1
10600,22200,56.5
11500,11680,56.5
11500,13480,56.5
8995,6000,47.9
8730,18041,54.3
7490,16826,54.3
13300,7871,57.7
20495,30478,56.5
10495,18230,67.3
9995,14500,65.7
8995,37000,74.3
15995,4000,55.4
13995,30000,60.1
11100,19841,60.1
22495,31250,44.1
19995,24458,54.3
7500,37946,68.9
15999,11560,38.2
5995,66936,62.8
9280,12500,51.4
13500,49835,54.3
14995,15,58.9
14995,19721,60.1
10600,21090,56.5
10695,10000,65.7
7495,25750,60.1
10995,9000,65.7
8995,30000,65.7
11295,15000,65.7
18995,16250,35.3
21495,13000,56.5
19495,10500,38.2
16495,3200,45.6
18995,1800,60.1
8995,32000,65.7
8995,7501,78.5
9690,9763,68.9
8990,34000,52.3
8990,5590,54.3
5975,22230,54.3
7150,44670,60.1
11500,13870,56.5
7930,25259,65.7
19395,39000,48.7
18695,12000,39.2
9995,24750,65.7
5195,60903,55.4
14595,3902,58.9
9495,6999,65.7
14495,8750,54.3
5495,41000,54.3
7750,19705,54.3
12995,3238,58.9
19500,22,65.7
19500,21,65.7
12900,33399,54.3
19900,4205,39.2
14500,10012,54.3
20500,7305,41.5
17900,20096,41.5
20700,11337,35.3
12500,33820,74.3
19500,1555,64.2
10995,13659,65.7
10895,16322,60.1
14485,16326,54.3
10795,27107,65.7
17995,14569,60.1
6895,42433,54.3
10295,22608,78.5
11495,17468,60.1
13265,19550,57.7
8695,7379,47.9
9750,16804,65.7
19595,14294,39.2
6995,31472,57.7
7200,11010,65.7
9790,9420,65.7
10790,15882,78.5
8568,24490,62.8
11500,12930,56.5
11420,20673,58.9
9627,25940,56.5
10270,18653,74.3
7400,24000,54.3
8250,25300,65.7
11995,11981,65.7
22795,12815,48.7
12295,17139,57.7
7495,56329,74.3
11795,8015,56.5
8295,35119,65.7
13995,13520,57.7
8895,29984,61.4
10795,11735,57.7
9500,12154,65.7
17000,8122,44.1
17950,28280,43.5
14500,9000,54.3
16900,32155,60.1
12000,28672,60.1
13500,16856,51.4
19500,9342,41.5
16107,2750,51.4
9263,37131,65.7
15140,14581,80.7
8700,45450,74.3
9060,17193,78.5
18990,20540,56.5
8225,28850,65.7
6600,41900,65.7
7995,31563,65.7
14995,6623,60.1
21000,6008,35.3
17900,2565,45.6
10000,16097,65.7
10650,18556,65.7
9500,34740,65.7
15995,10219,55.4
16495,7045,60.1
15500,4287,53.3
14500,28377,44.8
7500,45162,54.3
17990,10318,60.1
12500,4798,65.7
7200,20190,57.7
11817,12582,51.4
13589,4446,62.8
21500,5071,39.2
11728,9340,74.3
10328,25650,58.9
38000,1780,22.1
16000,8483,60.1
17200,3608,60.1
23551,3500,37.7
9500,11708,57.7
10500,16072,68.9
24500,384,49.6
14700,9185,60.1
7500,14272,57.7
17000,45386,48.7
8600,42727,52.3
15750,5155,80.7
18500,1956,38.2
12500,6288,58.9
18800,5087,41.5
10766,1458,55.4
12550,3327,56.5
15000,6090,60.1
21200,10,50.4
10900,4110,65.7
17900,2565,45.6
12500,9131,58.9
13500,12929,51.4
11900,21791,60.1
9000,18903,65.7
12900,14806,62.8
19900,942,51.4
11250,8500,65.7
12450,17600,61.4
7995,3569,57.7
7511,21751,54.3
9495,13886,67.3
16958,24399,41.5
16230,4924,60.1
9916,10868,65.7
14300,6240,55.4
19900,33584,56.5
18600,4343,34.4
8000,45375,78.5
15991,10924,39.2
10291,22437,65.7
8000,11521,54.3
9491,32614,68.9
13500,11286,54.3
9900,33766,56.5
18990,16496,51.4
12900,7050,53.3
8900,13029,65.7
11000,14321,65.7
9900,29626,65.7
13900,12892,74.3
9500,14628,65.7
20900,12307,41.5
17448,3260,51.4
8600,16682,65.7
10300,7635,65.7
15500,8580,58.9
18992,1300,38.2
9775,14392,64.2
10848,15000,65.7
16250,20708,54.3
10900,18180,65.7
13700,16079,61.4
10800,21287,65.7
13500,5159,62.8
12200,18868,52.3
13500,11000,57.7
13000,6000,54.3
23700,5345,37.7
20500,3000,40.3
17900,6690,51.4
17300,3332,60.1
18800,5828,60.1
18000,7276,58.9
14700,4811,48.7
11250,41147,64.2
15200,6603,58.9
12900,16165,57.7
9000,33115,68.9
17315,21013,43.5
19000,3849,51.4
10500,22742,68.9
17000,12100,54.3
23500,2444,29.1
12800,10092,47.9
10700,19313,68.9
11500,7139,65.7
10000,7071,60.1
12000,8786,88.3
12000,9662,88.3
12000,14235,88.3
15500,9210,60.1
14900,18232,64.2
18400,3674,57.7
6127,26276,54.3
16000,10754,80.7
17515,3711,48.7
10500,10871,62.8
12317,2618,46.3
6774,36313,65.7
15225,24653,38.2
14000,5113,47.9
20500,16840,35.8
20500,145,56.5
14500,4040,54.3
14500,3255,46.3
12000,9653,65.7
10500,17121,64.2
15999,6770,68.9
15000,10755,80.7
15000,12234,74.3
11900,8725,88.3
18200,4101,58.9
20900,3000,35.3
10200,21829,65.7
17000,27234,67.3
29000,350,34.5
19900,60,51.4
10650,13624,68.9
6991,52398,78.5
8350,17303,74.4
12400,21264,57.7
14795,6894,58.9
8495,13561,47.9
10500,2801,43.5
18100,10,45.6
16700,238,53.3
10200,10343,54.3
9000,17554,57.7
10500,17065,65.7
10800,31017,57.7
11200,10531,65.7
9500,17373,65.7
12500,13961,65.7
14000,19676,54.3
11700,39093,51.4
16500,15910,60.1
14195,13616,54.3
19995,9172,60.1
10295,22711,61.4
22995,5817,60.1
18995,1012,58.9
21995,6014,40.3
